year,unit_id,name,admin_parent,operation,population_before,population_after,urban_before,urban_after,rural_before,rural_after,note
1930,adm_1930_66,Безымянный район №11 (Барнаульский округ),Барнаульский округ,population_recalculated,62478,62311,0,0,62478,62311,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_67,Безымянный район №9 (Каменский округ),Каменский округ,population_recalculated,22848,22787,0,0,22848,22787,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_68,Безымянный район №12 (Славгородский округ),Славгородский округ,population_recalculated,21007,20951,0,0,21007,20951,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_69,Безымянный район №1 (Щегловский округ),Щегловский округ,population_recalculated,50381,50246,0,0,50381,50246,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_70,Безымянный район №10 (Каменский округ),Каменский округ,population_recalculated,54529,54383,0,0,54529,54383,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_71,Безымянный район №13 (Славгородский округ),Славгородский округ,population_recalculated,40047,39940,0,0,40047,39940,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_72,Безымянный район №12 (Барнаульский округ),Барнаульский округ,population_recalculated,29532,29453,0,0,29532,29453,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_73,Безымянный район №2 (Щегловский округ),Щегловский округ,population_recalculated,66957,66777,0,0,66957,66777,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_74,Безымянный район №1 (Новосибирский округ),Новосибирский округ,population_recalculated,22113,22054,0,0,22113,22054,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_75,Безымянный район №3 (Щегловский округ),Щегловский округ,population_recalculated,49929,49795,0,0,49929,49795,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_76,Безымянный район №11 (Каменский округ),Каменский округ,population_recalculated,33810,33719,0,0,33810,33719,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_77,Безымянный район №2 (Новосибирский округ),Новосибирский округ,population_recalculated,42861,42746,0,0,42861,42746,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_78,Безымянный район №12 (Каменский округ),Каменский округ,population_recalculated,35383,35288,0,0,35383,35288,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_79,Безымянный район №1 (Омский округ),Омский округ,population_recalculated,25109,25042,0,0,25109,25042,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_80,Безымянный район №2 (Омский округ),Омский округ,population_recalculated,57208,57055,0,0,57208,57055,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_81,Безымянный район №1 (Каинский округ),Каинский округ,population_recalculated,23091,23029,0,0,23091,23029,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_82,Безымянный район №3 (Новосибирский округ),Новосибирский округ,population_recalculated,37298,37198,0,0,37298,37198,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_83,Безымянный район №4 (Щегловский округ),Щегловский округ,population_recalculated,31039,30956,0,0,31039,30956,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_84,Безымянный район №4 (Новосибирский округ),Новосибирский округ,population_recalculated,62901,62732,0,0,62901,62732,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_85,Безымянный район №2 (Каинский округ),Каинский округ,population_recalculated,41348,41237,0,0,41348,41237,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_86,Безымянный район №5 (Новосибирский округ),Новосибирский округ,population_recalculated,36813,36714,0,0,36813,36714,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_87,Безымянный район №3 (Омский округ),Омский округ,population_recalculated,72806,72611,0,0,72806,72611,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_88,Безымянный район №6 (Новосибирский округ),Новосибирский округ,population_recalculated,25754,25685,0,0,25754,25685,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_89,Безымянный район №5 (Щегловский округ),Щегловский округ,population_recalculated,41578,41467,0,0,41578,41467,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_90,Безымянный район №7 (Новосибирский округ),Новосибирский округ,population_recalculated,55016,54869,0,0,55016,54869,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_91,Безымянный район №3 (Каинский округ),Каинский округ,population_recalculated,36398,36300,0,0,36398,36300,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_92,Безымянный район №6 (Щегловский округ),Щегловский округ,population_recalculated,68568,68384,0,0,68568,68384,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_93,Безымянный район №4 (Каинский округ),Каинский округ,population_recalculated,36277,36180,0,0,36277,36180,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_94,Безымянный район №4 (Омский округ),Омский округ,population_recalculated,74975,74774,0,0,74975,74774,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_95,Безымянный район №5 (Омский округ),Омский округ,population_recalculated,44861,44741,0,0,44861,44741,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_96,Безымянный район №6 (Омский округ),Омский округ,population_recalculated,70646,70457,0,0,70646,70457,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_97,Безымянный район №7 (Щегловский округ),Щегловский округ,population_recalculated,34411,34319,0,0,34411,34319,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_98,Безымянный район №8 (Новосибирский округ),Новосибирский округ,population_recalculated,18479,18429,0,0,18479,18429,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_99,Безымянный район №9 (Новосибирский округ),Новосибирский округ,population_recalculated,70991,70801,0,0,70991,70801,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_100,Безымянный район №10 (Новосибирский округ),Новосибирский округ,population_recalculated,38303,38200,0,0,38303,38200,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_101,Безымянный район №5 (Каинский округ),Каинский округ,population_recalculated,24409,24344,0,0,24409,24344,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_102,Безымянный район №7 (Омский округ),Омский округ,population_recalculated,49213,49081,0,0,49213,49081,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_103,Безымянный район №8 (Щегловский округ),Щегловский округ,population_recalculated,64044,63872,0,0,64044,63872,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_105,Безымянный район №1 (Ишимский округ),Ишимский округ,population_recalculated,25712,25643,0,0,25712,25643,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_106,Безымянный район №11 (Новосибирский округ),Новосибирский округ,population_recalculated,33273,33184,0,0,33273,33184,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_107,Безымянный район №6 (Каинский округ),Каинский округ,population_recalculated,52394,52254,0,0,52394,52254,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_108,Безымянный район №2 (Ишимский округ),Ишимский округ,population_recalculated,17831,17783,0,0,17831,17783,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_109,Безымянный район №7 (Каинский округ),Каинский округ,population_recalculated,37132,37032,0,0,37132,37032,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_110,Безымянный район №9 (Омский округ),Омский округ,population_recalculated,41945,41833,0,0,41945,41833,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_111,Безымянный район №9 (Щегловский округ),Щегловский округ,population_recalculated,61537,61372,0,0,61537,61372,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_112,Безымянный район №8 (Каинский округ),Каинский округ,population_recalculated,47578,47450,0,0,47578,47450,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_113,Безымянный район №12 (Новосибирский округ),Новосибирский округ,population_recalculated,70137,69949,0,0,70137,69949,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_114,Безымянный район №13 (Новосибирский округ),Новосибирский округ,population_recalculated,39900,39793,0,0,39900,39793,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_115,Безымянный район №10 (Омский округ),Омский округ,population_recalculated,39358,39252,0,0,39358,39252,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_116,Безымянный район №1 (Томский округ),Томский округ,population_recalculated,27674,27600,0,0,27674,27600,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_117,Безымянный район №14 (Новосибирский округ),Новосибирский округ,population_recalculated,50141,50007,0,0,50141,50007,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_118,Безымянный район №3 (Ишимский округ),Ишимский округ,population_recalculated,31810,31725,0,0,31810,31725,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_119,Безымянный район №4 (Ишимский округ),Ишимский округ,population_recalculated,22041,21982,0,0,22041,21982,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_120,Безымянный район №2 (Томский округ),Томский округ,population_recalculated,18766,18716,0,0,18766,18716,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_121,Безымянный район №1 (Ачинский округ),Ачинский округ,population_recalculated,534,533,0,0,534,533,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_122,Безымянный район №3 (Томский округ),Томский округ,population_recalculated,73869,73671,0,0,73869,73671,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_123,Безымянный район №5 (Ишимский округ),Ишимский округ,population_recalculated,28465,28389,0,0,28465,28389,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_124,Безымянный район №2 (Ачинский округ),Ачинский округ,population_recalculated,24253,24188,0,0,24253,24188,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_125,Безымянный район №4 (Томский округ),Томский округ,population_recalculated,27076,27003,0,0,27076,27003,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_126,Безымянный район №9 (Каинский округ),Каинский округ,population_recalculated,39496,39390,0,0,39496,39390,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_127,Безымянный район №11 (Омский округ),Омский округ,population_recalculated,33050,32961,0,0,33050,32961,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_128,Безымянный район №10 (Каинский округ),Каинский округ,population_recalculated,20084,20030,0,0,20084,20030,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_129,Безымянный район №11 (Каинский округ),Каинский округ,population_recalculated,25245,25177,0,0,25245,25177,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_130,Безымянный район №15 (Новосибирский округ),Новосибирский округ,population_recalculated,10807,10778,0,0,10807,10778,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_131,Безымянный район №6 (Ишимский округ),Ишимский округ,population_recalculated,15291,15250,0,0,15291,15250,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_132,Безымянный район №5 (Томский округ),Томский округ,population_recalculated,55965,55815,0,0,55965,55815,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_133,Безымянный район №6 (Томский округ),Томский округ,population_recalculated,31893,31807,0,0,31893,31807,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_134,Безымянный район №1 (Тюменский округ),Тюменский округ,population_recalculated,29492,29413,0,0,29492,29413,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
1930,adm_1930_135,Безымянный район №3 (Ачинский округ),Ачинский округ,population_recalculated,6285,6268,0,0,6285,6268,"Малая поправка после чистки 1926; городской разрез v53 сохранён, embedded urban повторно не добавлялся."
