year,operation_group_id,operation_type,status,name_after,admin_parent,unit_type_after,feature_count_before,feature_count_after,unit_ids_before,raw_objectids_before,names_before,unit_types_before,population_handling,population_before_values,urban_pop_before_values,rural_pop_before_values,population_after,urban_pop_after,rural_pop_after,area_km2_after,rail_length_km_after,rail_segments_after,note
1947,1947_adm_1947_226_fragmented_same_ate_merge,fragmented_same_ate_merge,applied_in_v76,Тазовский район,ЯНАО,район,2,1,adm_1947_226;adm_1947_228,226;228,Тазовский район;Тазовский район,район;район,суммировано по фрагментам/компонентам,3616;1808,0;0,3616;1808,5424,0,5424,130388.77,0.0,0,"Одноимённые фрагменты одной АТЕ объединены; население и ЖД-показатели суммированы, геометрия объединена, плотности пересчитаны."
1947,1947_adm_1947_197_fragmented_same_ate_merge,fragmented_same_ate_merge,applied_in_v76,Тевризский район,Омская область,район,2,1,adm_1947_197;adm_1947_201,197;201,Тевризский район;Тевризский район,район;район,суммировано по фрагментам/компонентам,15;23103,0;0,15;23103,23118,0,23118,9159.52,0.0,0,"Одноимённые фрагменты одной АТЕ объединены; население и ЖД-показатели суммированы, геометрия объединена, плотности пересчитаны."
1947,1947_adm_1947_141_fragmented_same_ate_merge,fragmented_same_ate_merge,applied_in_v76,Тюкалинский район,Омская область,район,2,1,adm_1947_141;adm_1947_155,141;155,Тюкалинский район;Тюкалинский район,район;район,суммировано по фрагментам/компонентам,22100;22883,0;0,22100;22883,44983,0,44983,7184.68,0.0,0,"Одноимённые фрагменты одной АТЕ объединены; население и ЖД-показатели суммированы, геометрия объединена, плотности пересчитаны."
1947,1947_adm_1947_107_fragmented_same_ate_merge,fragmented_same_ate_merge,applied_in_v76,Ульяновский район,Омская область,район,3,1,adm_1947_107;adm_1947_111;adm_1947_112,107;111;112,Ульяновский район;Ульяновский район;Ульяновский район,район;район;район,суммировано по фрагментам/компонентам,20187;2159;10224,0;0;0,20187;2159;10224,32570,0,32570,2276.33,150.07,10,"Одноимённые фрагменты одной АТЕ объединены; население и ЖД-показатели суммированы, геометрия объединена, плотности пересчитаны."
1947,1947_adm_1947_227_fragmented_same_ate_merge,fragmented_same_ate_merge,applied_in_v76,Ямальский район,ЯНАО,район,2,1,adm_1947_227;adm_1947_232,227;232,Ямальский район;Ямальский район,район;район,суммировано по фрагментам/компонентам,3555;4555,0;0,3555;4555,8110,0,8110,116852.63,0.0,0,"Одноимённые фрагменты одной АТЕ объединены; население и ЖД-показатели суммированы, геометрия объединена, плотности пересчитаны."
1959,1959_adm_1959_175_technical_unit_id_duplicate,technical_unit_id_duplicate,applied_in_v76,Викуловский район (сельское население),Тюменская область,район,2,1,adm_1959_175;adm_1959_175,175;175,Викуловский район (сельское население);Викуловский район (сельское население),район;район,оставлено один раз,26375;26375,0;0,26375;26375,26375,0,26375,5511.07,0.0,0,"Одинаковый unit_id и одинаковые значения населения на нескольких геометрических фрагментах; население оставлено один раз, геометрия объединена, площадь/плотности пересчитаны."
1959,1959_adm_1959_158_technical_unit_id_duplicate,technical_unit_id_duplicate,applied_in_v76,Крутинский район (сельское население),Омская область,район,2,1,adm_1959_158;adm_1959_158,158;158,Крутинский район (сельское население);Крутинский район (сельское население),район;район,оставлено один раз,29246;29246,0;0,29246;29246,29246,0,29246,5788.45,0.0,0,"Одинаковый unit_id и одинаковые значения населения на нескольких геометрических фрагментах; население оставлено один раз, геометрия объединена, площадь/плотности пересчитаны."
1959,1959_adm_1959_64_technical_unit_id_duplicate,technical_unit_id_duplicate,applied_in_v76,Кузедеевский район,Кемеровская область,район,2,1,adm_1959_64;adm_1959_64,64;64,Кузедеевский район;Кузедеевский район,район;район,оставлено один раз,59744;59744,38417;38417,21327;21327,59744,38417,21327,3956.39,149.36,2,"Одинаковый unit_id и одинаковые значения населения на нескольких геометрических фрагментах; население оставлено один раз, геометрия объединена, площадь/плотности пересчитаны."
1959,1959_adm_1959_133_technical_unit_id_duplicate,technical_unit_id_duplicate,applied_in_v76,Называевский район,Омская область,район,2,1,adm_1959_133;adm_1959_133,133;133,Называевский район;Называевский район,район;район,оставлено один раз,48374;48374,16494;16494,31880;31880,48374,16494,31880,5701.1,173.44,1,"Одинаковый unit_id и одинаковые значения населения на нескольких геометрических фрагментах; население оставлено один раз, геометрия объединена, площадь/плотности пересчитаны."
1964,1964_adm_1964_103_fragmented_same_ate_merge,fragmented_same_ate_merge,applied_in_v76,Искитимский район,Новосибирская область,район,2,1,adm_1964_103;adm_1964_257,103;257,Искитимский район;Искитимский район,район;район,суммировано по фрагментам/компонентам,157668;3694,0;0,157668;3694,161362,0,161362,13281.44,396.36,13,"Одноимённые фрагменты одной АТЕ объединены; население и ЖД-показатели суммированы, геометрия объединена, плотности пересчитаны."
1964,1964_adm_1964_92_fragmented_same_ate_merge,fragmented_same_ate_merge,applied_in_v76,Кузнецкий район,Кемеровская область,район,2,1,adm_1964_92;adm_1964_328,92;328,Кузнецкий район;Кузнецкий район,район;район,суммировано по фрагментам/компонентам,114289;9,4007;0,110282;9,114298,4007,110291,35613.27,542.37,22,"Одноимённые фрагменты одной АТЕ объединены; население и ЖД-показатели суммированы, геометрия объединена, плотности пересчитаны."
1964,1964_adm_1964_197_fragmented_same_ate_merge,fragmented_same_ate_merge,applied_in_v76,Парабельский район,Томская область,район,2,1,adm_1964_197;adm_1964_262,197;262,Парабельский район;Парабельский район,район;район,суммировано по фрагментам/компонентам,25344;511,0;0,25344;511,25855,0,25855,36779.42,0.0,0,"Одноимённые фрагменты одной АТЕ объединены; население и ЖД-показатели суммированы, геометрия объединена, плотности пересчитаны."
1964,1964_adm_1964_188_fragmented_same_ate_merge,fragmented_same_ate_merge,applied_in_v76,Тевризский район,Омская область,район,3,1,adm_1964_188;adm_1964_275;adm_1964_276,188;275;276,Тевризский район;Тевризский район;Тевризский район,район;район;район,суммировано по фрагментам/компонентам,49951;0;468,0;0;0,49951;0;468,50419,0,50419,17781.63,0.0,0,"Одноимённые фрагменты одной АТЕ объединены; население и ЖД-показатели суммированы, геометрия объединена, плотности пересчитаны."
